access,area,bridge,coords,created_by,gid,highway,junction,lanes,lanes:backward,lanes:forward,length,maxspeed,motor_vehicle,motorcar,name,name_1,oneway,ramp,ref,service,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_base_1,tiger:name_base_2,tiger:name_base_3,tiger:name_direction_prefix,tiger:name_direction_prefix_1,tiger:name_direction_suffix,tiger:name_direction_suffix_1,tiger:name_type_2,tiger:name_type_3,tiger:reviewed,tiger:source,tiger:upload_uuid,tiger:zip_left,tiger:zip_left_1,tiger:zip_left_2,tiger:zip_left_3,tiger:zip_left_4,tiger:zip_right,tiger:zip_right_1,tiger:zip_right_2,tiger:zip_right_3,tiger:zip_right_4,toll,tunnel,turn:lanes,turn:lanes:backward,turn:lanes:forward,width
,,,"[[-79.869075,39.112475],[-79.869633,39.112566]]",,15279000,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.006262,39.249975],[-80.005640,39.249387],[-80.005528,39.249282],[-80.005165,39.249109],[-80.004442,39.249330],[-80.003217,39.249980],[-80.002264,39.250485]]",,15279002,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.869335,39.106845],[-79.869981,39.106776],[-79.870422,39.106776]]",,15279007,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.002739,39.251456],[-80.004048,39.250555],[-80.005640,39.249387]]",,15279010,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.104415,39.068503],[-80.104445,39.068613],[-80.104498,39.068728],[-80.104515,39.068762],[-80.104609,39.068946],[-80.105840,39.070110]]",,15279015,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.863207,39.222975],[-79.863227,39.222908],[-79.863201,39.222830],[-79.863136,39.222695],[-79.862968,39.222431]]",,15279017,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.840804,39.211641],[-79.840911,39.211576],[-79.841009,39.211552],[-79.841109,39.211538],[-79.841214,39.211520],[-79.841299,39.211494],[-79.841352,39.211458],[-79.841409,39.211397],[-79.841484,39.211328],[-79.841591,39.211274],[-79.841660,39.211232],[-79.841739,39.211170],[-79.841802,39.211102],[-79.841854,39.211039],[-79.841906,39.210961],[-79.841952,39.210882],[-79.841992,39.210823],[-79.842025,39.210761],[-79.842043,39.210706],[-79.842052,39.210630],[-79.842063,39.210559],[-79.842074,39.210407],[-79.842102,39.210177],[-79.842120,39.209990],[-79.842132,39.209824],[-79.842171,39.209617]]",,15279029,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.119254,39.078047],[-80.120088,39.078166],[-80.120130,39.078376],[-80.120450,39.078391]]",,15279032,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.991520,39.113012],[-79.990722,39.112340]]",,15279040,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.070715,39.110883],[-80.071026,39.111181],[-80.071261,39.111273],[-80.072024,39.111273],[-80.072348,39.111387],[-80.072847,39.111776],[-80.073082,39.111868],[-80.073963,39.111730],[-80.074580,39.111433],[-80.074962,39.111639],[-80.075432,39.112096],[-80.076666,39.111958],[-80.077283,39.112255],[-80.077604,39.112187],[-80.078256,39.111718],[-80.078451,39.111731],[-80.078904,39.111982]]",,15279046,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.017419,39.089873],[-80.016902,39.091256],[-80.016822,39.092106],[-80.016429,39.092502],[-80.016006,39.092409],[-80.015701,39.092489],[-80.015430,39.092794],[-80.014780,39.093718],[-80.013989,39.093854],[-80.013724,39.094212],[-80.013752,39.094899],[-80.013664,39.095425],[-80.014075,39.095746],[-80.015016,39.095975],[-80.015368,39.096204],[-80.015397,39.096936],[-80.014779,39.098172],[-80.014749,39.098470],[-80.015043,39.098744],[-80.016541,39.099203],[-80.016981,39.099523],[-80.017216,39.099913],[-80.017538,39.100233],[-80.017787,39.100367],[-80.017920,39.100439]]",,15279061,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.091696,39.093714],[-80.091664,39.093831],[-80.091542,39.094098],[-80.091390,39.094340],[-80.091237,39.094565],[-80.091039,39.094725],[-80.090795,39.094843],[-80.090551,39.095003],[-80.090421,39.095258],[-80.090291,39.095648],[-80.090253,39.095749]]",,15279065,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.087465,39.107207],[-80.087530,39.106569],[-80.087488,39.106327],[-80.087546,39.105568],[-80.087565,39.105237],[-80.087554,39.105067],[-80.087357,39.104842]]",,15279067,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.087881,39.104932],[-80.087554,39.105067]]",,15279069,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.929355,39.190352],[-79.929424,39.190900]]",,15279071,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.068264,39.140435],[-80.070307,39.141600]]",,15279072,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.956111,38.976144],[-79.956286,38.976152],[-79.956462,38.976125],[-79.956581,38.976120],[-79.956701,38.976147],[-79.956787,38.976223],[-79.956843,38.976301],[-79.957026,38.976533],[-79.957299,38.976690],[-79.958324,38.977499]]",,15279073,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.950108,38.992208],[-79.950514,38.991322],[-79.951708,38.991225]]",,15279092,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.166711,39.217796],[-80.165799,39.217658],[-80.164652,39.217841],[-80.162185,39.217952],[-80.162121,39.217955],[-80.160680,39.218161],[-80.160091,39.218344],[-80.159944,39.218504]]",,15279111,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.169065,39.217407],[-80.169006,39.217476],[-80.168152,39.217400],[-80.167182,39.217315],[-80.166976,39.217430],[-80.166917,39.217511],[-80.166711,39.217796]]",,15279118,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.112592,39.100666],[-80.112963,39.100376],[-80.113003,39.100045],[-80.113250,39.099891],[-80.113518,39.099890],[-80.113983,39.100018],[-80.114385,39.099929],[-80.114580,39.099847],[-80.114878,39.099532]]",,15279134,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.112468,39.100394],[-80.112108,39.100499],[-80.111695,39.100428],[-80.111519,39.100379],[-80.111210,39.100477],[-80.110717,39.100882],[-80.110151,39.101214],[-80.110111,39.101424]]",,15279139,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.959304,39.026662],[-79.959363,39.026891],[-79.959686,39.027165],[-79.960657,39.027612],[-79.960762,39.027660],[-79.960830,39.027691],[-79.960894,39.027891],[-79.960918,39.027966],[-79.961182,39.028264],[-79.961223,39.028278],[-79.961945,39.028515],[-79.962532,39.028835],[-79.963031,39.029224],[-79.963530,39.029407],[-79.964234,39.029522],[-79.964645,39.030597]]",,15279152,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.119347,39.108941],[-80.119128,39.108377]]",,15279153,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.142673,39.217545],[-80.143097,39.217350],[-80.143424,39.217037],[-80.143903,39.216803],[-80.144545,39.216703],[-80.144911,39.216803],[-80.145415,39.216862],[-80.145667,39.216940]]",,15279160,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.982156,39.138920],[-79.982058,39.139994],[-79.982058,39.140393],[-79.982234,39.140507],[-79.983292,39.140141],[-79.983615,39.140141],[-79.983733,39.140255],[-79.983674,39.140438],[-79.982911,39.141056],[-79.982676,39.141514],[-79.982647,39.142155],[-79.982765,39.142247],[-79.983029,39.142178],[-79.983646,39.142200],[-79.984175,39.142406],[-79.984557,39.142291],[-79.984939,39.141696],[-79.984880,39.141605],[-79.985056,39.141422],[-79.986026,39.141352],[-79.986379,39.141786],[-79.986438,39.142130],[-79.986673,39.142244],[-79.987055,39.142244],[-79.987144,39.142679]]",,15279167,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.849074,39.232399],[-79.848866,39.233105],[-79.849542,39.233979],[-79.849397,39.235211]]",,15279170,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.148601,39.145113],[-80.149259,39.145113],[-80.149589,39.145290],[-80.150074,39.145290]]",,15279176,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.054801,39.113962],[-80.054832,39.113789],[-80.054933,39.113336],[-80.055005,39.113207],[-80.055149,39.113126],[-80.055561,39.113093],[-80.056026,39.113108],[-80.056201,39.112963],[-80.056334,39.112809],[-80.056733,39.111848],[-80.056721,39.111525],[-80.056958,39.111339],[-80.057308,39.111104]]",,15279203,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.051499,39.112341],[-80.054380,39.111820]]",,15279214,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.994089,38.971341],[-79.993562,38.971779],[-79.993326,38.971877],[-79.992871,38.971903],[-79.991753,38.972756],[-79.990060,38.973950]]",,15279215,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.067385,39.141329],[-80.067597,39.141633],[-80.069543,39.142348],[-80.069781,39.142489]]",,15279221,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.124803,39.059909],[-80.125628,39.060149],[-80.128328,39.061318],[-80.129795,39.062142],[-80.130763,39.062830],[-80.130851,39.063013],[-80.130792,39.063058]]",,15279232,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.080504,39.138682],[-80.081487,39.138535],[-80.082085,39.138282],[-80.082485,39.138254],[-80.082974,39.138222]]",,15279236,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.850313,39.179305],[-79.849636,39.179351],[-79.848725,39.179717],[-79.847549,39.180450],[-79.846079,39.181526],[-79.844992,39.181892],[-79.843344,39.182099],[-79.842227,39.181962],[-79.840756,39.181550],[-79.839668,39.181138],[-79.838198,39.180155],[-79.837668,39.179972],[-79.835463,39.179881],[-79.831905,39.179196],[-79.830766,39.178772],[-79.829936,39.177937],[-79.828895,39.177640],[-79.828693,39.177602]]",,15279243,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.868926,39.113960],[-79.869341,39.114695],[-79.869482,39.115002],[-79.869636,39.115496],[-79.870254,39.116892],[-79.870342,39.117464]]",,15279248,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.971882,39.220515],[-79.971183,39.220628],[-79.970987,39.220749],[-79.970739,39.221032],[-79.970636,39.221354],[-79.970627,39.221532],[-79.970751,39.221782],[-79.970855,39.221910],[-79.970794,39.222201]]",,15279252,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.869621,39.113699],[-79.869664,39.114168],[-79.869899,39.114855],[-79.869482,39.115002]]",,15279261,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.111653,39.065592],[-80.116358,39.066495],[-80.118120,39.066888],[-80.120421,39.066211],[-80.121966,39.064823],[-80.122842,39.063332],[-80.122489,39.061838]]",,15279265,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.889190,39.130534],[-79.889153,39.129293],[-79.889128,39.128450],[-79.888838,39.128177],[-79.886826,39.128297],[-79.885876,39.128195]]",,15279268,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.154770,39.092664],[-80.154702,39.093169],[-80.154552,39.093744],[-80.154262,39.094610],[-80.153742,39.096038],[-80.153390,39.096704],[-80.153251,39.096979],[-80.153272,39.097079],[-80.153312,39.097177],[-80.153468,39.097324],[-80.153581,39.097435],[-80.153699,39.097551],[-80.153710,39.097631],[-80.153720,39.097707],[-80.153696,39.097988],[-80.153734,39.098276],[-80.153841,39.098534],[-80.153970,39.098692],[-80.153996,39.098871],[-80.153948,39.099054],[-80.153519,39.099745],[-80.153331,39.100207],[-80.153127,39.100794],[-80.152800,39.101194],[-80.152248,39.101606],[-80.151904,39.101706],[-80.151523,39.101669],[-80.151255,39.101615],[-80.151019,39.101602],[-80.150692,39.101694],[-80.148981,39.102318],[-80.147404,39.103051]]",,15279290,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.926089,39.215383],[-79.925746,39.216517],[-79.925890,39.216686],[-79.926006,39.216822],[-79.926750,39.216803],[-79.927709,39.216372]]",,15279306,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.097754,39.098556],[-80.098535,39.099005],[-80.099002,39.099520],[-80.099809,39.100075],[-80.100048,39.100503],[-80.100588,39.101382],[-80.101666,39.102421],[-80.102121,39.102742],[-80.102608,39.103072],[-80.102722,39.103306],[-80.102631,39.103549],[-80.102353,39.103759],[-80.101993,39.103946],[-80.101634,39.104309],[-80.101163,39.104286],[-80.099165,39.103531],[-80.098871,39.103485],[-80.098343,39.103577],[-80.098020,39.103829],[-80.097345,39.104699],[-80.095856,39.105967],[-80.095292,39.106204],[-80.094516,39.106489],[-80.094055,39.106434],[-80.093111,39.106295],[-80.092893,39.106337]]",,15279311,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-79.920786,39.207685],[-79.920373,39.207239],[-79.919089,39.206825]]",,15279313,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.094920,39.121255],[-80.094996,39.121257]]",,15279317,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,yes,"[[-79.936581,39.025414],[-79.937368,39.025669]]",,15279320,tertiary,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,"[[-80.094958,39.119668],[-80.095256,39.119669]]",,15279321,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.968799,39.256815],[-79.966267,39.257410],[-79.963215,39.258128]]",,15279324,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-79.966267,39.257410],[-79.966201,39.258534]]",,15279326,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.150646,39.219829],[-80.150764,39.219920],[-80.150764,39.220103]]",,15279329,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.059166,39.239930],[-80.059859,39.241233],[-80.060054,39.241318]]",,15279335,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.157355,39.218984],[-80.157619,39.219488],[-80.158207,39.219923],[-80.160384,39.221685],[-80.160413,39.221914]]",,15279336,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.183626,39.208770],[-80.183404,39.208938],[-80.183341,39.209002],[-80.183120,39.209234],[-80.182886,39.209652],[-80.182962,39.209749],[-80.183039,39.209847]]",,15279339,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.155913,39.218846],[-80.155854,39.219624],[-80.156060,39.219670],[-80.156736,39.219647],[-80.156822,39.219321],[-80.156913,39.218984]]",,15279342,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.221510,39.168591],[-80.220060,39.169822],[-80.219985,39.169973]]",,15279348,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.148291,39.180848],[-80.148366,39.180394],[-80.148955,39.179794],[-80.148793,39.179542],[-80.147784,39.177968]]",,15279353,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.102437,39.113253],[-80.102715,39.113043],[-80.103096,39.112816],[-80.103529,39.112694],[-80.103879,39.112620],[-80.104167,39.112361]]",,15279354,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.112970,39.102908],[-80.112625,39.103138],[-80.112337,39.103211],[-80.112131,39.103341],[-80.111936,39.103608],[-80.111959,39.103915],[-80.112156,39.104213],[-80.112167,39.104374],[-80.111931,39.104609],[-80.111582,39.104933],[-80.111408,39.105313]]",,15279362,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.092697,39.106070],[-80.092561,39.105767],[-80.092312,39.105347],[-80.092259,39.105146],[-80.092145,39.104720]]",,15279364,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.097784,39.106846],[-80.097320,39.106727],[-80.096740,39.106535],[-80.096536,39.106300],[-80.096129,39.106036],[-80.095856,39.105967]]",,15279367,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.065965,39.176152],[-80.066355,39.176287],[-80.066693,39.176398],[-80.066871,39.176583],[-80.067085,39.176712],[-80.067371,39.176961],[-80.067490,39.177182]]",,15279370,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.127487,39.189975],[-80.127273,39.189662],[-80.127086,39.189119],[-80.127101,39.188797],[-80.127334,39.188460]]",,15279373,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.095242,39.100648],[-80.095199,39.100717],[-80.095170,39.103097],[-80.095024,39.103509],[-80.094965,39.103990],[-80.094760,39.104471],[-80.094172,39.104928],[-80.092998,39.105593],[-80.092697,39.106070]]",,15279376,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.207845,39.119419],[-80.207372,39.119427],[-80.207155,39.119339],[-80.206897,39.119211],[-80.205402,39.118827]]",,15279379,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.188700,39.099613],[-80.188534,39.099502],[-80.188318,39.099402],[-80.188022,39.099328],[-80.187704,39.099263],[-80.187577,39.099243],[-80.187510,39.099224],[-80.187446,39.099202],[-80.187383,39.099157],[-80.187341,39.099083],[-80.187308,39.099017],[-80.187275,39.098913],[-80.187243,39.098773],[-80.187203,39.098575],[-80.187163,39.098400],[-80.187043,39.098237],[-80.186909,39.098082],[-80.186864,39.098043]]",,15279390,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
,,,"[[-80.017131,39.135728],[-80.016997,39.136239],[-80.017176,39.136747],[-80.017592,39.137084],[-80.018473,39.137493]]",,15279392,residential,,,,,,,,,,,,,,,A41,"Barbour, WV",,,,,,,,,,,no,tiger_import_dch_v0.6_20070828,bulk_upload.pl-d0b534d8-37fd-4774-930d-22f019be9508,,,,,,,,,,,,,,,,
